onset	duration	trial_type
4.00009811700011	0	devalued_onset
4.00009811700011	20.0235061379999	devalued
24.032347075	0	baseline_onset
24.032347075	19.9876552299997	baseline
44.0296983550002	0	valued_onset
44.0296983550002	19.992350041	valued
64.0309812390001	0	baseline_onset
64.0309812390001	19.9921445959999	baseline
84.032800129	0	devalued_onset
84.032800129	40.095456088	devalued
124.139224081	0	valued_onset
124.139224081	19.8810292210001	valued
144.029200394	0	baseline_onset
144.029200394	19.993361326	baseline
164.031519942	0	valued_onset
164.031519942	39.9949484819999	valued
204.035772672	0	devalued_onset
204.035772672	40.1026534490002	devalued
244.150162829	0	baseline_onset
244.150162829	19.871501047	baseline
264.031291402	0	devalued_onset
264.031291402	20.0750035830001	devalued
284.117194153	0	baseline_onset
284.117194153	19.9101572549998	baseline
304.037230492	0	valued_onset
304.037230492	20.0856348990001	valued
324.133929113	0	baseline_onset
324.133929113	19.8905050379999	baseline
344.034148486	0	valued_onset
344.034148486	19.9911634549999	valued
364.039098221	0	devalued_onset
364.039098221	20.0345744770002	devalued
384.085498914	0	valued_onset
384.085498914	40.0732227139997	valued
424.171427868	0	baseline_onset
424.171427868	19.8565780029999	baseline
444.038295657	0	devalued_onset
444.038295657	20.0699994060001	devalued
464.120348398	0	baseline_onset
464.120348398	19.9073330880001	baseline
